DealID,CustomerID,SalespersonID,InterestedVehicleClass,BudgetRange,Status,UrgencyLevel,HealthScore,LowerBenchmark,UpperBenchmark,InteractionCount,StartDate,LastContactDate,PointOfFailure,IntendedPurchaseTimeframe,IntendedPurchaseJourney,PastInquiryHistory,PreferredCommunication,HomeLocation,LeadSource,LoyaltyStatus,AgeGroup,Gender,Profession,CustomerSegment,DealStageHistory,AssignedBranch,ClosingDate,DealNotes,FollowUpRequired,DiscountOffered,ReEngagementAttempted
D1207,CUST0315,SALESP085,sedan,"$23,258-$35,467",fail,High,56,68,78,8,2025-09-08,2025-10-17,financing terms,<1 month,finance inquiry,"Looked at 2021 F-150, purchased",text,"Charlotte, NC",web,new customer,18-25,Female,Real Estate Agent,price-sensitive,"[[""lead"", ""2025-09-08""], [""contacted"", ""2025-09-09""], [""appointment"", ""2025-09-13""], [""proposal"", ""2025-09-17""], [""negotiation"", ""2025-09-21""], [""lost"", ""2025-10-17""]]",Downtown,,Unable to agree on acceptable financing terms,pending,$0,pending
D1208,CUST1708,SALESP053,SUV,"$46,662-$61,488",fail,Low,42,70,87,11,2025-09-21,2025-09-27,follow-up delay,just exploring,finance inquiry,No prior history,email,"Various, USA",OEM feed,returning customer,36-50,Male,Not specified,fleet/corporate,"[[""lead"", ""2025-09-21""], [""contacted"", ""2025-09-24""], [""appointment"", ""2025-10-01""], [""proposal"", ""2025-10-03""], [""negotiation"", ""2025-10-08""], [""lost"", ""2025-09-27""]]",South Branch,,"Failed to follow up in timely manner, customer lost interest",yes,$616,yes
D1209,CUST1709,SALESP028,sedan,"$28,363-$40,632",pass,Low,79,58,69,6,2025-09-16,2025-10-06,,just exploring,book appointment,No prior history,text,"Various, USA",walk-in,returning customer,36-50,Male,Not specified,price-sensitive,"[[""lead"", ""2025-09-16""], [""contacted"", ""2025-09-19""], [""appointment"", ""2025-09-23""], [""proposal"", ""2025-09-28""], [""negotiation"", ""2025-10-04""], [""sold"", ""2025-10-09""]]",Airport,2025-10-06,Added extended warranty package,no,"$1,015",no
D1210,CUST0179,SALESP004,used,"$13,809-$23,512",fail,Low,35,59,79,12,2025-12-16,2025-12-22,credit,just exploring,finance inquiry,"Looked at 2023 Model 3, still considering",WhatsApp,"Fresno, CA",walk-in,new customer,26-35,Male,IT Support,price-sensitive,"[[""lead"", ""2025-12-16""], [""contacted"", ""2025-12-17""], [""appointment"", ""2025-12-21""], [""lost"", ""2025-12-22""]]",South Branch,,"Credit application denied, unable to secure financing",yes,$0,yes
D1211,CUST0337,SALESP029,EV,"$48,313-$71,245",pass,High,85,43,67,4,2025-07-16,2025-08-03,,immediate,compare deals,"Looked at 2021 Accord, did not purchase",text,"Indianapolis, IN",OEM feed,new customer,51-65,Female,Operations Manager,luxury,"[[""lead"", ""2025-07-16""], [""contacted"", ""2025-07-18""], [""appointment"", ""2025-07-20""], [""proposal"", ""2025-07-22""], [""negotiation"", ""2025-07-23""], [""sold"", ""2025-07-24""]]",North Branch,2025-08-03,Upgraded to higher trim level,no,"$1,867",no
D1212,CUST0020,SALESP113,sedan,"$30,379-$39,326",pass,High,86,53,70,2,2025-05-25,2025-06-28,,<1 month,book appointment,"Looked at 2020 Explorer, did not purchase",call,"Fresno, CA",web,in-service customer,36-50,Female,Doctor,loyal,"[[""lead"", ""2025-05-25""], [""contacted"", ""2025-05-26""], [""appointment"", ""2025-05-29""], [""proposal"", ""2025-05-31""], [""negotiation"", ""2025-06-02""], [""sold"", ""2025-06-04""]]",South Branch,2025-06-28,Added extended warranty package,no,"$1,728",no
D1213,CUST1713,SALESP006,SUV,"$38,327-$50,184",fail,Low,33,61,88,9,2025-05-21,2025-07-10,follow-up delay,just exploring,trade-in,No prior history,call,"Various, USA",web,returning customer,36-50,Female,Not specified,loyal,"[[""lead"", ""2025-05-21""], [""contacted"", ""2025-05-22""], [""appointment"", ""2025-05-28""], [""lost"", ""2025-07-10""]]",South Branch,,"Failed to follow up in timely manner, customer lost interest",yes,"$1,441",pending
D1214,CUST0441,SALESP026,sedan,"$34,512-$46,800",pass,Medium,89,47,69,3,2025-07-08,2025-08-11,,1-3 months,research,"Looked at 2021 Accord, still considering",email,"Fresno, CA",web,new customer,36-50,Female,Doctor,first-time,"[[""lead"", ""2025-07-08""], [""contacted"", ""2025-07-10""], [""appointment"", ""2025-07-17""], [""proposal"", ""2025-07-21""], [""negotiation"", ""2025-07-25""], [""sold"", ""2025-07-28""]]",Airport,2025-08-11,"Repeat customer, easy close",no,"$1,695",no
D1215,CUST1715,SALESP116,SUV,"$59,216-$83,017",pass,Critical,67,55,67,2,2025-10-05,2025-10-24,,<1 month,research,No prior history,text,"Various, USA",walk-in,returning customer,26-35,Male,Not specified,luxury,"[[""lead"", ""2025-10-05""], [""contacted"", ""2025-10-08""], [""appointment"", ""2025-10-11""], [""proposal"", ""2025-10-13""], [""negotiation"", ""2025-10-14""], [""sold"", ""2025-10-16""]]",Airport,2025-10-24,Upgraded to higher trim level,no,$542,no
D1216,CUST0158,SALESP030,sedan,"$31,470-$44,802",pass,Medium,70,57,74,6,2025-03-23,2025-05-17,,1-3 months,book appointment,"Looked at 2021 Accord, went with competitor",email,"Phoenix, AZ",web,returning customer,36-50,Male,Engineer,loyal,"[[""lead"", ""2025-03-23""], [""contacted"", ""2025-03-24""], [""appointment"", ""2025-03-30""], [""proposal"", ""2025-04-02""], [""negotiation"", ""2025-04-09""], [""sold"", ""2025-04-13""]]",South Branch,2025-05-17,Financing approved quickly,no,$862,no
D1217,CUST0077,SALESP001,SUV,"$36,524-$55,421",pass,Low,85,50,74,6,2025-06-10,2025-08-05,,1-3 months,research,"Looked at 2023 Mustang, did not purchase",call,"Dallas, TX",walk-in,returning customer,51-65,Male,Plumber,loyal,"[[""lead"", ""2025-06-10""], [""contacted"", ""2025-06-11""], [""appointment"", ""2025-06-15""], [""proposal"", ""2025-06-17""], [""negotiation"", ""2025-06-23""], [""sold"", ""2025-06-28""]]",Downtown,2025-08-05,Financing approved quickly,no,"$1,191",no
D1218,CUST0272,SALESP082,sports,"$45,596-$74,845",pass,Medium,74,58,67,7,2025-01-15,2025-03-11,,<1 month,research,"Looked at 2020 Civic, purchased",call,"Nashville, TN",walk-in,returning customer,36-50,Female,Consultant,luxury,"[[""lead"", ""2025-01-15""], [""contacted"", ""2025-01-16""], [""appointment"", ""2025-01-23""], [""proposal"", ""2025-01-26""], [""negotiation"", ""2025-01-31""], [""sold"", ""2025-02-03""]]",Downtown,2025-03-11,Added extended warranty package,no,"$1,787",no
D1219,CUST0342,SALESP058,SUV,"$41,354-$57,867",pass,Critical,65,59,71,3,2025-03-19,2025-04-26,,immediate,book appointment,"Looked at 2020 Explorer, went with competitor",text,"Albuquerque, NM",web,new customer,18-25,Male,Nurse,first-time,"[[""lead"", ""2025-03-19""], [""contacted"", ""2025-03-21""], [""appointment"", ""2025-03-22""], [""proposal"", ""2025-03-24""], [""negotiation"", ""2025-03-26""], [""sold"", ""2025-03-27""]]",South Branch,2025-04-26,Financing approved quickly,no,$632,no
D1220,CUST0146,SALESP079,sedan,"$23,391-$36,148",pass,Critical,86,50,74,5,2025-02-06,2025-02-27,,immediate,research,"Looked at 2021 Camry, did not purchase",email,"Austin, TX",OEM feed,new customer,36-50,Male,Business Analyst,luxury,"[[""lead"", ""2025-02-06""], [""contacted"", ""2025-02-09""], [""appointment"", ""2025-02-12""], [""proposal"", ""2025-02-14""], [""negotiation"", ""2025-02-16""], [""sold"", ""2025-02-17""]]",Main Street,2025-02-27,Added extended warranty package,no,"$1,634",no
D1221,CUST0206,SALESP047,sedan,"$23,275-$35,507",fail,Medium,51,68,81,12,2025-08-23,2025-09-21,price,just exploring,trade-in,"Looked at 2020 Civic, did not purchase",call,"Portland, OR",walk-in,new customer,26-35,Female,Retail Manager,price-sensitive,"[[""lead"", ""2025-08-23""], [""contacted"", ""2025-08-24""], [""appointment"", ""2025-08-29""], [""proposal"", ""2025-09-02""], [""negotiation"", ""2025-09-05""], [""lost"", ""2025-09-21""]]",South Branch,,Customer wanted larger discount than we could offer,pending,$447,no
D1222,CUST0314,SALESP090,EV,"$50,598-$71,972",pass,High,75,43,67,5,2025-09-05,2025-09-29,,immediate,research,"Looked at 2021 Camry, did not purchase",email,"Mesa, AZ",web,returning customer,36-50,Male,Designer,luxury,"[[""lead"", ""2025-09-05""], [""contacted"", ""2025-09-08""], [""appointment"", ""2025-09-11""], [""proposal"", ""2025-09-13""], [""negotiation"", ""2025-09-15""], [""sold"", ""2025-09-16""]]",Airport,2025-09-29,Trade-in processed successfully,no,$867,no
D1223,CUST1723,SALESP021,used,"$20,727-$26,473",pass,Medium,82,40,71,6,2025-07-16,2025-09-09,,<1 month,trade-in,No prior history,email,"Various, USA",OEM feed,returning customer,36-50,Female,Not specified,price-sensitive,"[[""lead"", ""2025-07-16""], [""contacted"", ""2025-07-17""], [""appointment"", ""2025-07-20""], [""proposal"", ""2025-07-23""], [""negotiation"", ""2025-07-26""], [""sold"", ""2025-07-30""]]",Airport,2025-09-09,Trade-in processed successfully,no,$849,no
D1224,CUST0011,SALESP074,sports,"$41,657-$79,370",pass,Low,77,48,70,7,2025-03-16,2025-04-20,,just exploring,book appointment,"Looked at 2022 CR-V, went with competitor",call,"Albuquerque, NM",web,new customer,26-35,Male,Mechanic,luxury,"[[""lead"", ""2025-03-16""], [""contacted"", ""2025-03-18""], [""appointment"", ""2025-03-23""], [""proposal"", ""2025-03-28""], [""negotiation"", ""2025-04-04""], [""sold"", ""2025-04-07""]]",North Branch,2025-04-20,Added extended warranty package,no,"$2,614",no
D1225,CUST1725,SALESP075,sedan,"$26,747-$39,237",pass,High,95,41,65,2,2025-03-18,2025-05-02,,<1 month,research,No prior history,WhatsApp,"Various, USA",web,new customer,26-35,Female,Not specified,price-sensitive,"[[""lead"", ""2025-03-18""], [""contacted"", ""2025-03-20""], [""appointment"", ""2025-03-22""], [""proposal"", ""2025-03-23""], [""negotiation"", ""2025-03-24""], [""sold"", ""2025-03-25""]]",Main Street,2025-05-02,Added extended warranty package,no,$568,no
D1226,CUST1726,SALESP054,sedan,"$35,949-$44,721",pass,High,79,49,67,2,2025-06-09,2025-06-28,,<1 month,research,No prior history,WhatsApp,"Various, USA",walk-in,returning customer,26-35,Female,Not specified,price-sensitive,"[[""lead"", ""2025-06-09""], [""contacted"", ""2025-06-12""], [""appointment"", ""2025-06-14""], [""proposal"", ""2025-06-16""], [""negotiation"", ""2025-06-18""], [""sold"", ""2025-06-20""]]",Airport,2025-06-28,Upgraded to higher trim level,no,"$1,936",no
D1227,CUST0287,SALESP070,EV,"$43,672-$56,587",pass,High,80,44,75,2,2025-11-10,2025-12-11,,immediate,finance inquiry,"Looked at 2022 CR-V, did not purchase",text,"Phoenix, AZ",web,new customer,26-35,Female,Business Analyst,price-sensitive,"[[""lead"", ""2025-11-10""], [""contacted"", ""2025-11-12""], [""appointment"", ""2025-11-15""], [""proposal"", ""2025-11-17""], [""negotiation"", ""2025-11-19""], [""sold"", ""2025-11-20""]]",North Branch,2025-12-11,"Smooth transaction, customer very satisfied",no,$956,no
D1228,CUST1728,SALESP065,EV,"$42,974-$66,332",pass,Low,92,60,66,4,2025-04-07,2025-05-15,,just exploring,compare deals,No prior history,WhatsApp,"Various, USA",OEM feed,returning customer,26-35,Male,Not specified,loyal,"[[""lead"", ""2025-04-07""], [""contacted"", ""2025-04-08""], [""appointment"", ""2025-04-15""], [""proposal"", ""2025-04-20""], [""negotiation"", ""2025-04-27""], [""sold"", ""2025-05-01""]]",Main Street,2025-05-15,Upgraded to higher trim level,no,"$1,052",no
D1229,CUST0185,SALESP062,SUV,"$44,583-$62,911",pass,Critical,67,49,69,4,2025-12-01,2026-01-03,,<1 month,trade-in,"Looked at 2021 F-150, did not purchase",email,"Detroit, MI",walk-in,returning customer,51-65,Male,Architect,fleet/corporate,"[[""lead"", ""2025-12-01""], [""contacted"", ""2025-12-03""], [""appointment"", ""2025-12-04""], [""proposal"", ""2025-12-06""], [""negotiation"", ""2025-12-07""], [""sold"", ""2025-12-09""]]",Downtown,2026-01-03,Financing approved quickly,no,"$2,677",no
D1230,CUST0466,SALESP073,used,"$19,443-$28,982",pass,High,81,54,67,5,2025-03-07,2025-03-21,,1-3 months,trade-in,"Looked at 2023 Mustang, purchased",WhatsApp,"Austin, TX",web,in-service customer,26-35,Male,Executive,price-sensitive,"[[""lead"", ""2025-03-07""], [""contacted"", ""2025-03-08""], [""appointment"", ""2025-03-09""], [""proposal"", ""2025-03-11""], [""negotiation"", ""2025-03-12""], [""sold"", ""2025-03-13""]]",South Branch,2025-03-21,Customer appreciated responsive service,no,"$1,799",no
D1231,CUST0142,SALESP091,SUV,"$41,670-$61,117",pass,Medium,76,57,67,5,2025-10-08,2025-12-03,,1-3 months,research,"Looked at 2022 Corolla, still considering",call,"Los Angeles, CA",walk-in,returning customer,51-65,Female,Chef,loyal,"[[""lead"", ""2025-10-08""], [""contacted"", ""2025-10-09""], [""appointment"", ""2025-10-14""], [""proposal"", ""2025-10-18""], [""negotiation"", ""2025-10-24""], [""sold"", ""2025-10-29""]]",Downtown,2025-12-03,"Repeat customer, easy close",no,"$1,452",no
D1232,CUST1732,SALESP133,sports,"$57,683-$78,922",fail,High,36,50,76,8,2025-09-13,2025-09-30,credit,<1 month,trade-in,No prior history,call,"Various, USA",web,new customer,65+,Male,Not specified,luxury,"[[""lead"", ""2025-09-13""], [""contacted"", ""2025-09-16""], [""appointment"", ""2025-09-22""], [""lost"", ""2025-09-30""]]",South Branch,,"Credit application denied, unable to secure financing",yes,$0,yes
D1233,CUST0418,SALESP098,used,"$15,143-$22,267",fail,Low,42,54,76,12,2025-08-20,2025-09-16,financing terms,1-3 months,compare deals,"Looked at 2020 Explorer, did not purchase",email,"Denver, CO",web,returning customer,26-35,Male,Marketing Manager,price-sensitive,"[[""lead"", ""2025-08-20""], [""contacted"", ""2025-08-22""], [""appointment"", ""2025-08-24""], [""proposal"", ""2025-08-27""], [""negotiation"", ""2025-08-30""], [""lost"", ""2025-09-16""]]",Downtown,,Unable to agree on acceptable financing terms,yes,"$1,055",no
D1234,CUST1734,SALESP055,used,"$20,283-$26,513",pass,Critical,68,42,67,4,2025-06-27,2025-07-09,,immediate,research,No prior history,text,"Various, USA",referral,new customer,36-50,Male,Not specified,price-sensitive,"[[""lead"", ""2025-06-27""], [""contacted"", ""2025-06-30""], [""appointment"", ""2025-07-03""], [""proposal"", ""2025-07-05""], [""negotiation"", ""2025-07-07""], [""sold"", ""2025-07-09""]]",Airport,2025-07-09,Added extended warranty package,no,"$1,786",no
D1235,CUST0244,SALESP021,sports,"$54,231-$87,879",pass,High,78,57,69,4,2025-08-26,2025-09-02,,immediate,book appointment,"Looked at 2021 Accord, purchased",call,"Columbus, OH",walk-in,in-service customer,51-65,Female,Government Employee,loyal,"[[""lead"", ""2025-08-26""], [""contacted"", ""2025-08-27""], [""appointment"", ""2025-08-28""], [""proposal"", ""2025-08-30""], [""negotiation"", ""2025-09-01""], [""sold"", ""2025-09-02""]]",South Branch,2025-09-02,"Repeat customer, easy close",no,"$1,340",no
D1236,CUST1736,SALESP073,used,"$22,057-$30,738",fail,High,49,50,77,12,2025-08-02,2025-09-22,price,1-3 months,finance inquiry,No prior history,email,"Various, USA",OEM feed,new customer,65+,Female,Not specified,price-sensitive,"[[""lead"", ""2025-08-02""], [""contacted"", ""2025-08-04""], [""appointment"", ""2025-08-06""], [""proposal"", ""2025-08-09""], [""negotiation"", ""2025-08-13""], [""lost"", ""2025-09-22""]]",Airport,,Customer wanted larger discount than we could offer,pending,"$1,298",pending
D1237,CUST0101,SALESP077,used,"$20,972-$30,112",fail,Medium,31,61,76,4,2025-10-22,2025-11-13,trade-in,<1 month,compare deals,"Looked at 2022 RAV4, did not purchase",text,"Indianapolis, IN",web,new customer,18-25,Female,Mechanic,first-time,"[[""lead"", ""2025-10-22""], [""contacted"", ""2025-10-23""], [""appointment"", ""2025-10-29""], [""proposal"", ""2025-10-31""], [""negotiation"", ""2025-11-04""], [""lost"", ""2025-11-13""]]",Airport,,Trade-in valuation did not meet customer expectations,yes,"$1,389",no
D1238,CUST1738,SALESP074,sports,"$56,416-$90,434",pass,High,80,43,73,2,2025-05-13,2025-06-27,,1-3 months,research,No prior history,call,"Various, USA",web,returning customer,26-35,Female,Not specified,luxury,"[[""lead"", ""2025-05-13""], [""contacted"", ""2025-05-15""], [""appointment"", ""2025-05-16""], [""proposal"", ""2025-05-17""], [""negotiation"", ""2025-05-19""], [""sold"", ""2025-05-21""]]",Main Street,2025-06-27,"Smooth transaction, customer very satisfied",no,"$2,117",no
D1239,CUST0236,SALESP026,sedan,"$31,159-$41,573",pass,Medium,84,58,69,5,2025-01-31,2025-04-17,,1-3 months,finance inquiry,"Looked at 2022 CR-V, still considering",text,"Nashville, TN",web,new customer,26-35,Female,Pharmacist,price-sensitive,"[[""lead"", ""2025-01-31""], [""contacted"", ""2025-02-03""], [""appointment"", ""2025-02-08""], [""proposal"", ""2025-02-12""], [""negotiation"", ""2025-02-19""], [""sold"", ""2025-02-23""]]",Main Street,2025-04-17,Upgraded to higher trim level,no,"$1,168",no
D1240,CUST0134,SALESP012,SUV,"$34,945-$47,549",fail,High,32,53,85,8,2025-05-03,2025-05-11,vehicle condition,<1 month,trade-in,"Looked at 2023 Mustang, purchased",text,"Memphis, TN",web,returning customer,65+,Male,Marketing Manager,fleet/corporate,"[[""lead"", ""2025-05-03""], [""contacted"", ""2025-05-06""], [""appointment"", ""2025-05-12""], [""lost"", ""2025-05-11""]]",Downtown,,Customer had concerns about vehicle condition,yes,$0,no
D1241,CUST0250,SALESP069,sedan,"$33,673-$41,849",pass,Critical,70,44,66,2,2025-04-12,2025-05-03,,<1 month,trade-in,"Looked at 2022 CR-V, still considering",call,"Portland, OR",walk-in,new customer,26-35,Female,Entrepreneur,first-time,"[[""lead"", ""2025-04-12""], [""contacted"", ""2025-04-15""], [""appointment"", ""2025-04-17""], [""proposal"", ""2025-04-18""], [""negotiation"", ""2025-04-20""], [""sold"", ""2025-04-22""]]",North Branch,2025-05-03,Trade-in processed successfully,no,"$1,325",no
D1242,CUST0068,SALESP091,sedan,"$26,655-$36,719",fail,High,60,57,79,12,2025-12-03,2026-01-03,financing terms,immediate,compare deals,"Looked at 2022 CR-V, purchased",text,"Portland, OR",web,returning customer,18-25,Male,Engineer,price-sensitive,"[[""lead"", ""2025-12-03""], [""contacted"", ""2025-12-05""], [""appointment"", ""2025-12-08""], [""lost"", ""2026-01-03""]]",North Branch,,Unable to agree on acceptable financing terms,pending,"$1,137",pending
D1243,CUST1743,SALESP144,SUV,"$33,809-$46,020",pass,Critical,90,43,73,3,2025-07-27,2025-08-21,,<1 month,research,No prior history,WhatsApp,"Various, USA",OEM feed,in-service customer,18-25,Male,Not specified,loyal,"[[""lead"", ""2025-07-27""], [""contacted"", ""2025-07-30""], [""appointment"", ""2025-08-01""], [""proposal"", ""2025-08-02""], [""negotiation"", ""2025-08-03""], [""sold"", ""2025-08-04""]]",Airport,2025-08-21,Added extended warranty package,no,$729,no
D1244,CUST0225,SALESP065,sedan,"$24,373-$33,745",fail,High,38,61,82,9,2025-03-18,2025-04-07,price,1-3 months,finance inquiry,"Looked at 2020 Explorer, purchased",call,"Jacksonville, FL",web,in-service customer,26-35,Male,Customer Service Rep,price-sensitive,"[[""lead"", ""2025-03-18""], [""contacted"", ""2025-03-19""], [""appointment"", ""2025-03-24""], [""lost"", ""2025-04-07""]]",Downtown,,Customer wanted larger discount than we could offer,yes,$0,pending
